Course code,Academic Year,Year,Season,Antal bestået,Antal tilmeldte,Eksamensgennemsnit,Fremmødte,Engelsk titel,Undervisningssprog,Point( ECTS ),Kursustype,Evalueringsform,Hjælpemidler,Bedømmelsesform,Institut,Mulighed for GRØN DYST deltagelse,Ekstern samarbejdsinstitution,forudsætninger,WMA
30230,2021-2022,2021,Winter,46,48,9.9,46,Data Analysis and Modeling in Geoscience and Astrophysics,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.052470309725786
30230,2022-2023,2022,Winter,53,59,10.6,54,Data Analysis and Modeling in Geoscience and Astrophysics,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.051799430055496
30230,2023-2024,2023,Winter,46,51,10.5,47,Data Analysis and Modeling in Geoscience and Astrophysics,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.050712734452123
30300,2023-2024,2023,Winter,35,35,7.1,35,Introduction to Satellite Systems,Engelsk,10,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.049803283350979
30310,2023-2024,2024,Summer,34,36,8.3,34,Space Systems Engineering,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.050065985475294
30320,2017-2018,2018,Summer,27,27,9.8,27,Spacecraft Instrumentation Systems,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.049998814313607
30320,2018-2019,2019,Summer,15,15,11.1,15,Spacecraft Instrumentation Systems,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.0496252431176
30320,2019-2020,2020,Summer,16,16,12.0,16,Spacecraft Instrumentation Systems,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.049263444218651
30320,2020-2021,2021,Summer,30,30,12.0,30,Spacecraft Instrumentation Systems,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.048763552680487
30320,2021-2022,2022,Summer,27,28,11.4,27,Spacecraft Instrumentation Systems,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.0478259149983
30320,2022-2023,2023,Summer,26,29,10.6,26,Spacecraft Instrumentation Systems,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.047109831162873
30320,2023-2024,2024,Summer,32,33,11.1,32,Spacecraft Instrumentation Systems,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046584578374274
30330,2017-2018,2017,Winter,34,38,7.5,37,Image Analysis with Microcomputer,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.045811170212767
30330,2018-2019,2018,Winter,42,42,7.1,42,Image Analysis with Microcomputer,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.045971068654543
30330,2019-2020,2019,Winter,46,47,8.6,47,Image Analysis with Microcomputer,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046285750493045
30330,2020-2021,2020,Winter,37,39,9.6,37,Image Analysis with Microcomputer,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046079549956424
30330,2021-2022,2021,Winter,37,37,8.8,37,Image Analysis with Microcomputer,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.045623865644792
30330,2022-2023,2022,Winter,35,36,8.8,35,Image Analysis with Microcomputer,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.045402581340777
30330,2023-2024,2023,Winter,37,38,8.4,38,Image Analysis with Microcomputer,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.045193138833161
30340,2017-2018,2018,Summer,21,26,7.3,21,Radar and Radiometer Systems,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.0450861870652
30340,2018-2019,2019,Summer,11,15,6.6,13,Radar and Radiometer Systems,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.045210326716495
30340,2019-2020,2020,Summer,15,20,7.3,15,Radar and Radiometer Systems,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.045359401407616
30340,2020-2021,2021,Summer,20,26,6.4,21,Radar and Radiometer Systems,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.045448124811532
30340,2021-2022,2022,Summer,26,37,7.4,28,Radar and Radiometer Systems,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.045722381402143
30340,2022-2023,2023,Summer,26,36,7.4,27,Radar and Radiometer Systems,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.04586591513516
30340,2023-2024,2024,Summer,25,29,6.7,27,Radar and Radiometer Systems,Engelsk,10,"Kandidat, Diplomingeniør",Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.046004383109151
30350,2017-2018,2017,Winter,27,31,7.9,27,Remote Sensing,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046293016495781
30350,2018-2019,2018,Winter,19,24,8.2,20,Remote Sensing,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046324393886437
30350,2019-2020,2019,Winter,29,35,7.2,30,Remote Sensing,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046299974575735
30350,2020-2021,2020,Winter,24,32,7.6,25,Remote Sensing,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046501740388132
30350,2021-2022,2021,Winter,25,34,6.7,28,Remote Sensing,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046590466500808
30350,2021-2022,2022,Summer,4,7,4.0,4,Remote Sensing,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046890229843937
30350,2022-2023,2022,Winter,47,54,6.9,49,Remote Sensing,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.047018930329077
30350,2022-2023,2023,Summer,3,6,3.6,5,Remote Sensing,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.047465958259101
30350,2023-2024,2023,Winter,31,33,6.8,31,Remote Sensing,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.04764283384902
30352,2019-2020,2019,Winter,6,8,7.4,8,Measuring ground motion with space-borne Synthetic Aperture Radar (SAR),Engelsk,5,Kandidat,Anden,Ikke tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.047950545778571
30400,2022-2023,2022,Winter,91,103,6.0,94,Electromagnetics,Engelsk,10,Bachelor,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.047991788930972
30400,2023-2024,2023,Winter,72,82,5.1,78,Electromagnetics,Engelsk,10,Bachelor,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.049524643681824
30400,2023-2024,2024,Summer,3,4,2.8,4,Electromagnetics,Engelsk,10,Bachelor,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.051357639110206
30405,2022-2023,2023,Summer,2,6,0.8,5,Introduction to Wireless Technologies,Engelsk,5,Bachelor,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.051525002390289
30405,2023-2024,2024,Summer,29,46,4.6,38,Introduction to Wireless Technologies,Engelsk,5,"Bachelor, Diplomingeniør",Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.05181390086293
30415,2022-2023,2022,Winter,16,20,5.4,20,RF communication circuits,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.052859363169013
30415,2023-2024,2023,Winter,29,35,6.1,35,RF communication circuits,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.053282314958748
30415,2023-2024,2024,Summer,0,5,-1.8,5,RF communication circuits,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.053827445977197
30417,2022-2023,2022,Winter,9,11,8.2,10,Antenna and microwave techniques,Engelsk,10,Kandidat,Skriftlig eksamen,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.054220326143298
30420,2022-2023,2023,Summer,21,24,6.1,23,Advanced microwave techniques,Engelsk,10,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.054208700506402
30428,2022-2023,2023,Summer,14,21,5.9,17,Advanced electromagnetics,Engelsk,5,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.054567207989026
30428,2023-2024,2024,Summer,20,23,5.2,23,Advanced electromagnetics,Engelsk,5,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.054859399305972
30430,2022-2023,2022,Winter,11,12,6.9,11,Advanced antenna techniques and measurements,Engelsk,10,Kandidat,Skriftlig og mundtlig eksamen,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.055383301950021
30430,2023-2024,2023,Winter,11,16,7.0,13,Advanced antenna techniques and measurements,Engelsk,10,Kandidat,Skriftlig og mundtlig eksamen,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.055484715251236
30530,2023-2024,2024,Summer,52,53,9.2,52,Introduction to GIS,Engelsk,5,"Bachelor, Diplomingeniør",Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.05559421585214
30531,2023-2024,2024,Summer,115,126,8.3,126,GIS for Bachelor's of Engineering,Dansk,5,Diplomingeniør,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.05511911605033
30532,2017-2018,2017,Winter,23,23,10.0,23,Introduction to digital mapping and GIS,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ja,Ja,Nej,8.054872532566131
30532,2018-2019,2018,Winter,27,32,8.5,32,Introduction to digital mapping and GIS,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ja,Ja,Nej,8.054514935215456
30532,2019-2020,2019,Winter,28,29,10.0,29,Introduction to digital mapping and GIS,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.054400959424346
30532,2020-2021,2020,Winter,30,31,9.0,30,Introduction to digital mapping and GIS,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.053949746493291
30532,2021-2022,2021,Winter,37,38,9.5,38,Introduction to digital mapping and GIS,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.053722723491394
30533,2017-2018,2017,Winter,28,33,6.0,33,Introduction to digital mapping and GIS,Engelsk,5,Diplomingeniør,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ja,Ja,Nej,8.053282977804095
30533,2018-2019,2018,Winter,28,32,8.5,32,Introduction to digital mapping and GIS,Engelsk,5,Diplomingeniør,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ja,Ja,Nej,8.053825283124576
30535,2021-2022,2021,Winter,5,6,9.3,6,Geographic Information Systems,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.05371098284406
30540,2017-2018,2018,Summer,5,6,9.2,5,Mapping from Aerial and Satellite Images,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.053651116430624
30540,2018-2019,2019,Summer,13,14,10.4,13,Mapping from Aerial and Satellite Images,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.053605226497574
30540,2019-2020,2020,Summer,8,9,9.6,8,Mapping from Aerial and Satellite Images,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.053360984554285
30540,2021-2022,2021,Winter,14,16,10.3,14,Mapping from Aerial and Satellite Images,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.053261905333878
30540,2022-2023,2022,Winter,21,23,10.0,21,Mapping from Aerial and Satellite Images,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.053010002642813
30540,2023-2024,2023,Winter,27,27,10.4,27,Mapping from Aerial and Satellite Images,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.05268250484597
30545,2019-2020,2019,Winter,5,5,9.8,5,Analysis of spatial and temporal data within geoscience,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.052174749036606
30545,2020-2021,2020,Winter,15,15,9.7,15,Analysis of spatial and temporal data within geoscience,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.052104731840979
30545,2021-2022,2021,Winter,12,13,8.2,12,Analysis of spatial and temporal data within geoscience,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.051906665918798
30545,2022-2023,2022,Winter,10,10,8.5,10,Analysis of spatial and temporal data within geoscience,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.051892424691674
30545,2023-2024,2023,Winter,13,14,8.7,14,Analysis of spatial and temporal data within geoscience,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.051856512017439
30550,2017-2018,2017,Winter,6,7,11.0,6,Satellite Based Positioning,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.051783782050768
30550,2018-2019,2018,Winter,8,9,8.3,9,Satellite Based Positioning,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.051641992032511
30550,2019-2020,2019,Winter,7,9,6.4,9,Satellite Based Positioning,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.051624074133453
30552,2020-2021,2020,Winter,10,11,8.7,11,Satellite Geodesy,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.05174323988488
30552,2021-2022,2021,Winter,16,16,10.4,16,Satellite Geodesy,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.051686068885896
30552,2022-2023,2022,Winter,18,19,9.4,19,Satellite Geodesy,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.051384790557444
30552,2023-2024,2023,Winter,18,20,8.0,20,Satellite Geodesy,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.05117929635184
30554,2020-2021,2021,Summer,12,13,8.5,13,Global Navigation Satellite Systems,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.05118750651705
30554,2021-2022,2022,Summer,14,14,9.4,14,Global Navigation Satellite Systems,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.051140702711375
30554,2022-2023,2023,Summer,17,23,7.5,20,Global Navigation Satellite Systems,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.050989201418417
30554,2023-2024,2024,Summer,22,25,8.8,25,Global Navigation Satellite Systems,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.051077624251763
30560,2017-2018,2017,Winter,15,15,11.1,15,Physical Geodesy,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.050927360133548
30560,2018-2019,2018,Winter,13,13,11.1,13,Physical Geodesy,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.050560255566436
30560,2019-2020,2019,Winter,16,16,11.8,16,Physical Geodesy,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.050242026763424
30560,2020-2021,2020,Winter,12,12,11.7,12,Physical Geodesy,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.04976035068282
30560,2021-2022,2021,Winter,5,5,11.6,5,Physical Geodesy,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.049408647476815
30560,2022-2023,2022,Winter,11,11,11.2,11,Physical Geodesy,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.049266099245223
30561,2023-2024,2023,Winter,8,9,8.2,9,Physical Geodesy,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.048987785977564
30571,2017-2018,2017,Winter,7,8,7.8,8,Smart City sensor technology,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ja,Ja,Ja,8.048976871185351
30574,2021-2022,2022,Summer,23,23,9.3,23,Earth observations for monitoring changes (EO4Change),Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.048992868157285
30574,2022-2023,2023,Summer,13,13,9.7,13,Earth observations for monitoring changes (EO4Change),Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.048761737984881
30574,2023-2024,2024,Summer,16,17,9.9,16,Earth observations for monitoring changes (EO4Change),Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.04858928628812
30710,2021-2022,2022,Summer,7,7,9.1,7,"Near-surface Crustal Gravity and Magnetism: A Drone, Air- and Ground-based approach for Industrial Applications",Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.048351277518881
30720,2017-2018,2017,Winter,8,12,5.5,10,Space Physics - Physics of the space environment,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.048292126344885
30720,2018-2019,2018,Winter,27,28,7.1,28,Space Physics - Physics of the space environment,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.048496902196186
30720,2019-2020,2019,Winter,15,15,6.1,15,Space Physics - Physics of the space environment,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.048710364505887
30720,2020-2021,2020,Winter,10,11,8.4,11,Space Physics - Physics of the space environment,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.048945337620578
30720,2021-2022,2021,Winter,19,19,7.4,19,Space Physics - Physics of the space environment,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.048914293064499
30720,2022-2023,2022,Winter,18,18,7.6,18,Space Physics - Physics of the space environment,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.049013427675483
30720,2023-2024,2023,Winter,12,13,9.5,12,Space Physics - Physics of the space environment,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.04907842254246
30730,2017-2018,2017,Winter,7,8,8.7,7,Space weather forecast and effects,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.048938394724143
30730,2018-2019,2018,Winter,20,20,9.6,20,Space weather forecast and effects,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.048901739682947
30730,2019-2020,2019,Winter,16,17,9.1,16,Space weather forecast and effects,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.048652192449703
30740,2017-2018,2018,Summer,10,10,10.2,10,Geomagnetism,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,88 Andre kurser,Ikke oplyst,Ja,Ja,8.048516858813969
30740,2018-2019,2019,Summer,10,10,10.4,10,Geomagnetism,Engelsk,10,Kandidat,Anden,Ikke tilladt,ekstern censur,88 Andre kurser,Ikke oplyst,Ja,Ja,8.048343752765774
30745,2021-2022,2022,Summer,10,11,9.8,10,Earth and Planetary Magnetism,Engelsk,5,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.048154525777093
30745,2022-2023,2023,Summer,6,7,10.5,6,Earth and Planetary Magnetism,Engelsk,5,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.048013551465795
30745,2023-2024,2024,Summer,14,14,10.5,14,Earth and Planetary Magnetism,Engelsk,5,Kandidat,Anden,Ikke tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.047895156163236
30750,2017-2018,2018,Summer,28,29,8.4,28,Earth System Science,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.047618855988473
30750,2018-2019,2019,Summer,15,18,9.5,15,Earth System Science,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.047539426335746
30750,2019-2020,2020,Summer,18,19,10.6,18,Earth System Science,Engelsk,5,Kandidat,Anden,Tilladt,intern bedømmelse,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.047364014041415
30752,2017-2018,2018,Summer,6,6,9.7,6,Cryosphere physics and observation,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046994025091394
30752,2018-2019,2019,Summer,12,13,10.1,12,Cryosphere physics and observation,Engelsk,5,Kandidat,Anden,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046914156869061
30752,2019-2020,2020,Summer,10,10,10.4,10,Cryosphere physics and observation,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046715739965208
30752,2020-2021,2021,Summer,16,19,9.0,16,Cryosphere physics and observation,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046526200486477
30752,2021-2022,2022,Summer,11,14,9.3,11,Cryosphere physics and observation,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046403312335872
30752,2022-2023,2022,Winter,8,9,6.8,8,Cryosphere physics and observation,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046292223538035
30752,2023-2024,2023,Winter,15,16,9.7,15,Cryosphere physics and observation,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Måske,Ja,Ja,8.046372549809462
30754,2017-2018,2018,Summer,23,24,8.4,23,Climate change - physics and observations,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.046172688303734
30754,2018-2019,2019,Summer,17,18,7.4,17,Climate change - physics and observations,Engelsk,5,Kandidat,Mundtlig eksamen,Tilladt,ekstern censur,30 Institut for Rumforskning og -teknologi,Ikke oplyst,Ja,Ja,8.046107104001289
